Status,From (Envelope),From (Header),To,Subject,Sent Date/Time,IP Address,Attachment,Route,Info,Spam Score,Spam Detection
Archived,<promo980@untrusted.biz>,<promo980@untrusted.biz>,<user@example.com>,Make money fast - limited time offer,Thu Sep 04 12:22:27 EDT 2025,200.203.36.64,,inbound,IP Found in RBL,39,Moderate
Archived,<info@consulting.com>,Info <info@consulting.com>,<user@example.com>,Your order confirmation #48737,Tue Sep 02 07:31:24 EDT 2025,74.128.19.136,,inbound,,3,
Held,<noreply6986@fake.domain>,<noreply6986@fake.domain>,<user@example.com>,URGENT: Claim your prize NOW!,Thu Sep 25 00:16:13 EDT 2025,182.237.16.243,,outbound,Awaiting indexing,133,Moderate
Archived,<contact@business.net>,Contact <contact@business.net>,<user@example.com>,Monthly report - September,Thu Sep 25 16:58:13 EDT 2025,127.0.151.163,,outbound,,0,
Bounced,<admin@company.com>,Admin <admin@company.com>,<user@example.com>,Invoice #90254 from TechCorp,Thu Sep 18 21:47:42 EDT 2025,66.4.36.180,Has Attachment,internal,,0,
Bounced,<david.garcia@outlook.com>,David.Garcia <david.garcia@outlook.com>,<user@example.com>,Project update - AI Research,Thu Sep 11 02:16:45 EDT 2025,74.128.93.15,,outbound,Message Hold Applied - Spam Signature policy,0,
Bounced,<noreply4742@promo.biz>,<noreply4742@promo.biz>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 12 11:24:58 EDT 2025,189.46.239.246,,outbound,,46,Moderate
Archived,<info@research.org>,Info <info@research.org>,<user@example.com>,Weekly newsletter - AI Research,Mon Sep 22 07:51:33 EDT 2025,192.168.225.120,,internal,IP Found in RBL,0,
Archived,<promo575@marketing.buzz>,<promo575@marketing.buzz>,<user@example.com>,Last chance to save big!,Tue Sep 23 00:59:26 EDT 2025,181.60.139.89,,outbound,,22,Moderate
Bounced,<deal244@marketing.buzz>,<deal244@marketing.buzz>,<user@example.com>,URGENT: Claim your prize NOW!,Fri Sep 05 08:05:02 EDT 2025,194.230.217.134,,internal,Awaiting indexing,6,Moderate
Bounced,<jane.jones@tech.com>,Jane.Jones <jane.jones@tech.com>,<user@example.com>,System maintenance notification,Sat Sep 20 09:16:54 EDT 2025,66.213.84.82,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<noreply@yahoo.com>,Noreply <noreply@yahoo.com>,<user@example.com>,Account security notification,Thu Aug 28 06:28:19 EDT 2025,192.168.41.207,,outbound,,0,
Archived,<lisa.brown@yahoo.com>,Lisa.Brown <lisa.brown@yahoo.com>,<user@example.com>,Monthly report - September,Sat Sep 27 12:54:28 EDT 2025,192.168.206.204,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<jane.jones@tech.com>,Jane.Jones <jane.jones@tech.com>,<user@example.com>,System maintenance notification,Sun Sep 21 20:28:51 EDT 2025,172.18.32.11,,inbound,IP Found in RBL,0,
Bounced,<mike.williams@business.net>,Mike.Williams <mike.williams@business.net>,<user@example.com>,Your order confirmation #46681,Sat Aug 30 04:02:39 EDT 2025,127.0.106.226,,inbound,Attempt Greylisted,0,
Held,<deal814@phishing.com>,<deal814@phishing.com>,<user@example.com>,FREE trial - act now!,Wed Sep 10 15:22:58 EDT 2025,216.129.83.100,,inbound,Message Hold Applied - Spam Signature policy,12,Moderate
Held,<support.jones@gmail.com>,Support.Jones <support.jones@gmail.com>,<user@example.com>,Account security notification,Sat Sep 06 07:17:34 EDT 2025,10.209.148.217,,internal,Message Hold Applied - Spam Signature policy,0,
Held,<john.garcia@consulting.com>,John.Garcia <john.garcia@consulting.com>,<user@example.com>,Account security notification,Mon Sep 22 15:02:05 EDT 2025,192.168.135.123,Has Attachment,outbound,Message Hold Applied - Spam Signature policy,0,
Held,<noreply1975@spam.mail>,<noreply1975@spam.mail>,<user@example.com>,Last chance to save big!,Thu Aug 28 02:23:45 EDT 2025,205.151.26.87,,inbound,,116,Moderate
Deferred,<info.garcia@tech.com>,Info.Garcia <info.garcia@tech.com>,<user@example.com>,System maintenance notification,Mon Sep 15 09:46:44 EDT 2025,192.168.243.180,,internal,,10,
Bounced,<promo754@malicious.org>,<promo754@malicious.org>,<user@example.com>,FREE trial - act now!,Sat Sep 20 11:20:10 EDT 2025,220.227.247.23,,outbound,,22,Moderate
Archived,<noreply2110@deals.click>,<noreply2110@deals.click>,<user@example.com>,URGENT: Claim your prize NOW!,Sat Sep 13 23:26:10 EDT 2025,206.127.226.97,,internal,Attempt Greylisted,37,Moderate
Bounced,<john.williams@outlook.com>,John.Williams <john.williams@outlook.com>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 17 05:56:24 EDT 2025,192.168.87.153,,internal,,0,
Bounced,<admin@business.net>,Admin <admin@business.net>,<user@example.com>,Account security notification,Sat Sep 06 09:19:15 EDT 2025,74.101.216.126,,internal,Indexed and archived,0,
Bounced,<support@company.com>,Support <support@company.com>,<user@example.com>,Welcome to LinkedIn,Thu Sep 18 12:30:31 EDT 2025,74.24.100.48,,internal,Attempt Greylisted,0,
Archived,<noreply2009@marketing.buzz>,<noreply2009@marketing.buzz>,<user@example.com>,FREE trial - act now!,Sun Sep 14 18:14:35 EDT 2025,183.216.100.210,,outbound,,31,Moderate
Archived,<admin@university.edu>,Admin <admin@university.edu>,<user@example.com>,Monthly report - September,Thu Aug 28 05:13:51 EDT 2025,192.168.253.175,,outbound,IP Found in RBL,0,
Held,<contact@yahoo.com>,Contact <contact@yahoo.com>,<user@example.com>,Invoice #78116 from Research Ltd,Fri Aug 29 00:50:44 EDT 2025,10.160.38.146,,inbound,,0,
Archived,<deal271@phishing.com>,<deal271@phishing.com>,<user@example.com>,Secret method to earn $7850,Fri Sep 26 05:17:25 EDT 2025,189.159.156.175,,inbound,Hard Bounce,45,Moderate
Bounced,<offers53@marketing.buzz>,<offers53@marketing.buzz>,<user@example.com>,Click here for amazing deals,Sun Aug 31 22:43:06 EDT 2025,194.35.77.250,,internal,Attempt Greylisted,39,Moderate
Archived,<admin.garcia@company.com>,Admin.Garcia <admin.garcia@company.com>,<user@example.com>,Conference registration confirmed,Thu Sep 25 09:45:32 EDT 2025,74.200.226.146,Has Attachment,inbound,,0,
Archived,<deal281@suspicious.net>,<deal281@suspicious.net>,<user@example.com>,Last chance to save big!,Sun Sep 07 03:43:01 EDT 2025,195.96.126.153,,internal,Hard Bounce,23,Moderate
Held,<marketing2670@promo.biz>,<marketing2670@promo.biz>,<user@example.com>,Lose weight quickly with this trick,Sun Sep 07 07:43:13 EDT 2025,197.167.105.132,Has Attachment,outbound,Message Hold Applied - Spam Signature policy,49,Moderate
Archived,<david.garcia@university.edu>,David.Garcia <david.garcia@university.edu>,<user@example.com>,Weekly newsletter - Security,Fri Sep 19 06:29:19 EDT 2025,192.168.131.170,,internal,IP Found in RBL,0,
Archived,<offers91@promo.biz>,<offers91@promo.biz>,<user@example.com>,Click here for amazing deals,Tue Sep 23 16:48:15 EDT 2025,183.207.220.206,,internal,,44,Moderate
Archived,<noreply5843@scam.net>,<noreply5843@scam.net>,<user@example.com>,Secret method to earn $9472,Mon Sep 01 06:21:46 EDT 2025,194.176.137.164,,outbound,Hard Bounce,11,Moderate
Held,<noreply@outlook.com>,Noreply <noreply@outlook.com>,<user@example.com>,Welcome to GitHub,Sun Sep 07 02:14:22 EDT 2025,172.25.96.67,,internal,,0,
Bounced,<support@organization.org>,Support <support@organization.org>,<user@example.com>,Monthly report - September,Sun Sep 14 01:55:54 EDT 2025,172.20.105.253,,internal,Awaiting indexing,0,
Archived,<offers17@offers.info>,<offers17@offers.info>,<user@example.com>,Lose weight quickly with this trick,Tue Sep 09 05:31:50 EDT 2025,185.34.158.112,,internal,Attempt Greylisted,25,Moderate
Bounced,<noreply1230@spam.mail>,<noreply1230@spam.mail>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 05 11:19:08 EDT 2025,186.99.129.151,,inbound,,20,Moderate
Bounced,<lisa.brown@institution.edu>,Lisa.Brown <lisa.brown@institution.edu>,<user@example.com>,Welcome to Cloud Service,Mon Sep 22 12:01:14 EDT 2025,192.168.151.130,,internal,,7,
Archived,<john.garcia@institution.edu>,John.Garcia <john.garcia@institution.edu>,<user@example.com>,Project update - AI Research,Sat Sep 13 12:07:35 EDT 2025,10.65.178.176,,internal,Indexed and archived,0,
Bounced,<offers23@offers.info>,<offers23@offers.info>,<user@example.com>,Make money fast - limited time offer,Fri Sep 12 06:38:12 EDT 2025,196.213.134.250,,outbound,Message Hold Applied - Spam Signature policy,3,Moderate
Held,<lisa.johnson@consulting.com>,Lisa.Johnson <lisa.johnson@consulting.com>,<user@example.com>,Meeting reminder for 2025-09-27,Tue Sep 23 02:49:32 EDT 2025,66.66.60.117,,internal,Indexed and archived,0,
Archived,<noreply6901@marketing.buzz>,<noreply6901@marketing.buzz>,<user@example.com>,Make money fast - limited time offer,Sat Sep 27 04:42:41 EDT 2025,190.85.92.229,,outbound,Awaiting indexing,6,Moderate
Archived,<deal279@promo.biz>,<deal279@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Wed Sep 24 04:44:46 EDT 2025,183.252.242.217,,internal,,31,Moderate
Bounced,<lisa.jones@outlook.com>,Lisa.Jones <lisa.jones@outlook.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Aug 30 13:28:02 EDT 2025,192.168.181.223,,outbound,IP Found in RBL,0,
Held,<jane.brown@institution.edu>,Jane.Brown <jane.brown@institution.edu>,<user@example.com>,Your order confirmation #96993,Tue Sep 23 17:57:39 EDT 2025,10.14.130.218,,internal,,0,
Archived,<deal564@marketing.buzz>,<deal564@marketing.buzz>,<user@example.com>,Lose weight quickly with this trick,Sat Sep 13 14:51:36 EDT 2025,208.23.220.128,,inbound,,48,Moderate
Archived,<contact@business.net>,Contact <contact@business.net>,<user@example.com>,Meeting reminder for 2025-09-27,Sun Sep 07 21:29:21 EDT 2025,127.0.85.144,,outbound,Awaiting indexing,0,
Archived,<marketing4784@untrusted.biz>,<marketing4784@untrusted.biz>,<user@example.com>,Last chance to save big!,Fri Sep 05 03:02:57 EDT 2025,190.127.36.211,,outbound,Hard Bounce,40,Moderate
Archived,<noreply4532@fake.domain>,<noreply4532@fake.domain>,<user@example.com>,Congratulations! You are a winner!,Fri Aug 29 20:53:43 EDT 2025,217.32.198.229,,outbound,IP Found in RBL,9,Moderate
Archived,<noreply@consulting.com>,Noreply <noreply@consulting.com>,<user@example.com>,System maintenance notification,Thu Sep 04 04:06:24 EDT 2025,127.0.108.251,,outbound,,0,
Deferred,<mike.brown@corporate.com>,Mike.Brown <mike.brown@corporate.com>,<user@example.com>,System maintenance notification,Sun Sep 21 06:39:45 EDT 2025,10.75.252.182,,inbound,Awaiting indexing,0,
Bounced,<admin.garcia@institution.edu>,Admin.Garcia <admin.garcia@institution.edu>,<user@example.com>,Monthly report - September,Sat Sep 27 12:09:03 EDT 2025,10.172.252.74,,inbound,,0,
Bounced,<promo933@suspicious.net>,<promo933@suspicious.net>,<user@example.com>,Last chance to save big!,Sat Sep 20 16:50:50 EDT 2025,198.178.171.13,,internal,Awaiting indexing,21,Moderate
Archived,<contact@consulting.com>,Contact <contact@consulting.com>,<user@example.com>,Conference registration confirmed,Wed Sep 03 23:12:18 EDT 2025,192.168.48.247,,outbound,Indexed and archived,0,
Archived,<john.williams@organization.org>,John.Williams <john.williams@organization.org>,<user@example.com>,Conference registration confirmed,Mon Sep 08 01:49:59 EDT 2025,74.126.141.92,,outbound,Message Hold Applied - Spam Signature policy,9,
Bounced,<promo649@fake.domain>,<promo649@fake.domain>,<user@example.com>,Lose weight quickly with this trick,Wed Sep 17 11:18:13 EDT 2025,219.136.122.144,,outbound,Awaiting indexing,23,Moderate
Held,<deal907@malicious.org>,<deal907@malicious.org>,<user@example.com>,Make money fast - limited time offer,Fri Sep 19 17:46:18 EDT 2025,181.234.133.211,,outbound,,119,Moderate
Archived,<promo428@untrusted.biz>,<promo428@untrusted.biz>,<user@example.com>,Last chance to save big!,Sat Sep 27 20:04:13 EDT 2025,220.199.55.222,,inbound,Awaiting indexing,48,Moderate
Bounced,<mike.smith@yahoo.com>,Mike.Smith <mike.smith@yahoo.com>,<user@example.com>,Conference registration confirmed,Fri Sep 26 05:50:16 EDT 2025,10.143.234.67,,internal,,0,
Bounced,<noreply1096@phishing.com>,<noreply1096@phishing.com>,<user@example.com>,Make money fast - limited time offer,Fri Aug 29 16:06:18 EDT 2025,199.156.23.73,,internal,Awaiting indexing,2,Moderate
Bounced,<offers79@offers.info>,<offers79@offers.info>,<user@example.com>,FREE trial - act now!,Wed Sep 10 17:09:07 EDT 2025,182.2.147.153,,outbound,,20,Moderate
Bounced,<promo522@spam.mail>,<promo522@spam.mail>,<user@example.com>,You have won $3114!,Sat Sep 20 19:53:16 EDT 2025,192.30.47.172,,inbound,,36,Moderate
Bounced,<deal203@marketing.buzz>,<deal203@marketing.buzz>,<user@example.com>,FREE trial - act now!,Tue Sep 23 21:41:15 EDT 2025,186.73.159.18,,internal,Hard Bounce,40,Moderate
Bounced,<lisa.miller@outlook.com>,Lisa.Miller <lisa.miller@outlook.com>,<user@example.com>,Account security notification,Sat Sep 20 07:45:47 EDT 2025,172.29.35.174,,internal,Hard Bounce,8,
Archived,<info@organization.org>,Info <info@organization.org>,<user@example.com>,Welcome to University Portal,Thu Sep 04 02:57:01 EDT 2025,74.209.104.197,,inbound,IP Found in RBL,9,
Held,<promo328@spam.mail>,<promo328@spam.mail>,<user@example.com>,Exclusive offer just for you,Thu Sep 11 02:25:23 EDT 2025,212.3.170.62,,outbound,,136,Moderate
Archived,<noreply3395@malicious.org>,<noreply3395@malicious.org>,<user@example.com>,Lose weight quickly with this trick,Sat Sep 20 02:16:23 EDT 2025,194.11.172.53,,internal,Attempt Greylisted,3,Moderate
Bounced,<marketing4315@promo.biz>,<marketing4315@promo.biz>,<user@example.com>,Last chance to save big!,Mon Sep 22 12:41:24 EDT 2025,203.151.168.230,,outbound,Message Hold Applied - Spam Signature policy,34,Moderate
Held,<noreply8976@spam.mail>,<noreply8976@spam.mail>,<user@example.com>,Last chance to save big!,Sat Sep 13 05:14:04 EDT 2025,212.165.72.55,,inbound,Awaiting indexing,35,Moderate
Archived,<support.garcia@research.org>,Support.Garcia <support.garcia@research.org>,<user@example.com>,Conference registration confirmed,Sun Sep 07 13:01:15 EDT 2025,10.12.35.162,,outbound,Message Hold Applied - Spam Signature policy,0,
Deferred,<noreply1305@malicious.org>,<noreply1305@malicious.org>,<user@example.com>,Lose weight quickly with this trick,Mon Sep 08 15:55:30 EDT 2025,190.57.213.106,,outbound,,12,Moderate
Bounced,<lisa.brown@outlook.com>,Lisa.Brown <lisa.brown@outlook.com>,<user@example.com>,System maintenance notification,Tue Sep 23 03:01:12 EDT 2025,74.212.25.46,,outbound,IP Found in RBL,0,
Bounced,<marketing7070@offers.info>,<marketing7070@offers.info>,<user@example.com>,Congratulations! You are a winner!,Sun Aug 31 01:44:33 EDT 2025,207.59.241.206,,internal,Awaiting indexing,49,Moderate
Bounced,<noreply@business.net>,Noreply <noreply@business.net>,<user@example.com>,Your order confirmation #88419,Fri Sep 19 06:00:45 EDT 2025,192.168.134.2,,inbound,,0,
Archived,<offers78@untrusted.biz>,<offers78@untrusted.biz>,<user@example.com>,Secret method to earn $4614,Sat Sep 06 12:48:13 EDT 2025,206.142.201.143,,internal,Attempt Greylisted,17,Moderate
Bounced,<mike.miller@finance.com>,Mike.Miller <mike.miller@finance.com>,<user@example.com>,Project update - Data Science,Sun Sep 21 16:25:50 EDT 2025,66.100.2.206,,inbound,IP Found in RBL,0,
Archived,<marketing6565@promo.biz>,<marketing6565@promo.biz>,<user@example.com>,Last chance to save big!,Fri Sep 05 19:03:49 EDT 2025,191.164.127.113,Has Attachment,outbound,,34,Moderate
Archived,<noreply9364@malicious.org>,<noreply9364@malicious.org>,<user@example.com>,FREE trial - act now!,Sun Sep 07 00:10:05 EDT 2025,197.200.103.91,,internal,IP Found in RBL,1,Moderate
Archived,<info.jones@yahoo.com>,Info.Jones <info.jones@yahoo.com>,<user@example.com>,Account security notification,Sat Sep 13 12:36:00 EDT 2025,192.168.144.19,,internal,,5,
Held,<noreply@organization.org>,Noreply <noreply@organization.org>,<user@example.com>,Invoice #54520 from Research Ltd,Sat Sep 06 14:57:37 EDT 2025,172.16.18.98,,inbound,,0,
Deferred,<promo109@phishing.com>,<promo109@phishing.com>,<user@example.com>,Click here for amazing deals,Mon Sep 15 21:47:52 EDT 2025,201.20.142.239,,internal,IP Found in RBL,18,Moderate
Bounced,<offers35@deals.click>,<offers35@deals.click>,<user@example.com>,Lose weight quickly with this trick,Sun Sep 21 07:53:39 EDT 2025,202.40.200.28,,inbound,,43,Moderate
Archived,<support.williams@institution.edu>,Support.Williams <support.williams@institution.edu>,<user@example.com>,System maintenance notification,Fri Sep 12 05:48:58 EDT 2025,74.102.33.14,,internal,IP Found in RBL,0,
Held,<offers99@offers.info>,<offers99@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Sat Sep 06 06:24:37 EDT 2025,186.84.93.157,,inbound,Message Hold Applied - Spam Signature policy,73,Moderate
Bounced,<offers64@spam.mail>,<offers64@spam.mail>,<user@example.com>,FREE trial - act now!,Fri Sep 19 14:11:36 EDT 2025,188.251.148.176,,inbound,,16,Moderate
Held,<support@company.com>,Support <support@company.com>,<user@example.com>,Conference registration confirmed,Tue Sep 23 20:33:34 EDT 2025,172.26.65.144,,inbound,Awaiting indexing,0,
Archived,<offers52@untrusted.biz>,<offers52@untrusted.biz>,<user@example.com>,Last chance to save big!,Fri Aug 29 08:22:01 EDT 2025,206.32.90.223,,outbound,IP Found in RBL,42,Moderate
Archived,<info@finance.com>,Info <info@finance.com>,<user@example.com>,Monthly report - September,Mon Sep 08 09:29:40 EDT 2025,66.43.207.238,,outbound,,0,
Archived,<info@research.org>,Info <info@research.org>,<user@example.com>,Weekly newsletter - Software Update,Wed Sep 03 11:47:37 EDT 2025,10.134.219.6,,inbound,,12,
Archived,<admin@business.net>,Admin <admin@business.net>,<user@example.com>,Conference registration confirmed,Wed Sep 24 08:39:09 EDT 2025,10.22.189.73,,inbound,Message Hold Applied - Spam Signature policy,0,
Held,<support.miller@research.org>,Support.Miller <support.miller@research.org>,<user@example.com>,Monthly report - September,Tue Sep 09 19:29:40 EDT 2025,66.164.137.80,,internal,Indexed and archived,0,
Archived,<offers76@marketing.buzz>,<offers76@marketing.buzz>,<user@example.com>,Click here for amazing deals,Wed Sep 10 00:44:59 EDT 2025,211.243.194.123,,internal,,39,Moderate
Archived,<promo521@spam.mail>,<promo521@spam.mail>,<user@example.com>,You have won $6485!,Mon Sep 01 12:14:16 EDT 2025,185.109.161.62,,outbound,,44,Moderate
Bounced,<promo522@phishing.com>,<promo522@phishing.com>,<user@example.com>,You have won $4844!,Wed Sep 24 20:29:39 EDT 2025,208.70.180.160,,internal,Indexed and archived,35,Moderate
Deferred,<promo228@marketing.buzz>,<promo228@marketing.buzz>,<user@example.com>,Make money fast - limited time offer,Sat Sep 27 15:13:21 EDT 2025,206.80.202.205,,internal,Indexed and archived,22,Moderate
